GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "17410","Cleveland, OH (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",82.542,85.496,85.230,87.952,89.834,92.222,93.258,92.782,93.755,95.278,96.501,97.569,97.679,102.224,107.958,111.965,116.151
 "17420","Cleveland, TN (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",78.409,77.052,79.055,80.540,84.448,86.412,86.716,85.712,87.043,85.072,90.005,89.761,90.680,95.600,103.582,108.975,108.925
 "17660","Coeur d'Alene, ID (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",87.507,84.539,84.342,87.517,89.682,92.385,93.380,94.025,95.826,97.550,95.941,93.780,97.380,102.083,108.802,117.650,121.555
 "17780","College Station-Bryan, TX (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",84.830,83.868,86.763,88.688,91.179,91.210,92.720,93.358,94.784,94.623,96.564,97.790,99.569,103.398,107.311,109.978,112.475
 "17820","Colorado Springs, CO (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",87.384,90.289,89.723,95.080,96.612,97.010,98.148,97.019,97.263,101.997,99.901,103.852,103.177,105.110,112.430,118.237,124.541
 "17860","Columbia, MO (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",83.390,83.129,84.196,85.310,88.339,88.630,90.201,89.009,89.602,91.095,93.466,95.643,95.362,97.548,101.942,107.405,110.605
 "17900","Columbia, SC (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",83.411,82.081,85.193,88.397,89.221,90.723,91.426,92.095,92.973,93.608,94.226,94.215,94.035,101.600,108.463,112.344,115.828
 "17980","Columbus, GA-AL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",78.867,77.659,82.193,84.911,85.187,86.644,88.449,88.747,88.912,89.636,90.119,90.923,90.343,96.890,103.783,107.063,110.428
 "18020","Columbus, IN (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",74.890,76.591,81.937,82.609,85.501,84.974,87.741,85.238,86.374,87.334,95.948,97.114,95.685,100.068,104.813,108.741,115.013
 "18140","Columbus, OH (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",86.107,85.362,86.832,87.317,90.187,91.430,92.532,91.959,92.946,93.654,97.224,98.983,98.823,103.370,109.243,114.040,118.063
 "18580","Corpus Christi, TX (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",85.244,81.863,86.283,87.867,89.857,92.826,93.375,93.351,95.218,96.186,95.720,97.891,99.349,102.771,108.350,110.525,114.603
 "18700","Corvallis, OR (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",88.566,88.914,87.789,89.308,91.314,92.774,95.915,96.066,97.209,98.794,105.336,106.596,107.489,111.080,123.158,128.351,128.634
 "18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",85.430,83.846,86.942,90.092,92.607,92.681,94.544,94.614,95.115,95.515,98.153,99.207,99.322,105.508,113.696,118.531,119.994
 "19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",90.378,90.276,91.690,93.016,95.268,96.781,97.351,96.440,96.356,99.650,103.186,107.028,109.403,113.292,120.062,123.511,127.487
 "19140","Dalton, GA (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",79.596,75.754,80.870,81.191,83.703,84.201,86.461,86.267,86.082,85.287,90.597,90.704,88.433,98.866,104.924,108.994,111.107
 "19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",84.942,84.104,87.536,86.692,90.632,90.220,91.400,90.985,93.219,95.653,93.332,97.949,94.985,100.301,105.953,113.515,117.099
 "19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",84.529,82.867,85.111,85.261,88.113,89.239,89.761,88.927,89.137,91.128,93.808,95.206,95.892,99.554,103.016,107.451,110.160
 "19430","Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",85.642,84.151,85.289,86.425,88.029,89.663,90.795,90.101,91.121,91.862,94.723,95.729,96.114,100.603,106.177,111.325,114.631
 "19460","Decatur, AL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",80.081,75.763,80.415,84.034,83.410,86.915,84.778,87.805,87.696,88.958,89.025,87.319,91.218,93.890,101.510,107.498,107.851
 "19500","Decatur, IL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",81.147,81.587,80.898,84.931,87.933,85.873,87.666,86.448,87.396,85.984,91.732,92.683,92.416,97.535,101.383,104.435,109.348
 "19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",87.934,85.937,87.033,90.921,92.204,93.020,94.817,95.523,96.569,98.231,99.058,99.113,101.193,106.548,114.717,119.477,122.883
 "19740","Denver-Aurora-Centennial, CO (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",94.339,91.898,92.235,97.405,99.367,100.469,101.808,102.166,103.370,104.327,104.494,108.055,114.465,118.853,124.616,127.461,130.817
 "19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",84.836,86.390,86.207,87.593,90.265,91.715,93.170,92.009,92.979,93.923,97.475,98.962,98.185,101.795,106.875,111.777,113.403
 "19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",89.696,89.080,89.982,91.449,92.502,94.207,95.858,94.234,94.623,95.817,99.242,101.896,102.927,105.059,111.766,118.326,124.034
 "20020","Dothan, AL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",77.376,76.168,79.426,81.743,83.740,85.331,85.582,84.931,86.762,86.316,86.686,88.807,90.589,93.785,99.000,105.278,103.673
 "20100","Dover, DE (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",86.290,87.225,89.182,91.205,92.009,93.621,95.752,94.807,98.582,96.742,96.837,98.547,98.246,104.444,110.392,110.783,120.583
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",83.314,82.383,83.014,84.747,86.796,88.581,90.083,88.831,89.632,91.527,92.316,93.088,93.954,96.057,100.275,107.326,107.995
